Date,Open,High,Low,Close,Adj Close,Volume
2017-04-01,null,null,null,null,null,null
2017-05-01,68.680000,70.739998,67.139999,69.839996,68.407440,517218500
2017-06-01,70.239998,72.889999,68.089996,68.930000,67.903107,629584800
2017-07-01,69.330002,74.419998,68.019997,72.699997,71.616943,469851200
2017-08-01,73.099998,74.959999,71.279999,74.769997,73.656097,444041200
2017-09-01,74.709999,75.970001,72.919998,74.489998,73.771225,375983900
2017-10-01,74.709999,86.199997,73.709999,83.180000,82.377380,449950000
2017-11-01,83.680000,85.059998,82.239998,84.169998,83.357826,421926000
2017-12-01,83.599998,87.500000,80.699997,85.540001,85.140060,466203300
2018-01-01,86.129997,95.449997,85.500000,95.010002,94.565781,574258400
2018-02-01,94.790001,96.070000,83.830002,93.769997,93.331573,725663300
2018-03-01,93.989998,97.239998,87.080002,91.269997,91.269997,750754800
2018-04-01,90.470001,97.070000,87.510002,95.349998,95.349998,466763000
