"","Portfolio_10.Date","Portfolio_10.GOOG","Portfolio_10.MSFT","Portfolio_10.ÖRCL"
"1",2018-04-01,3.45612097927998,4.47025433779733,0.109289979695291
"2",2018-03-01,-6.60251304124109,-2.20887308949567,-9.70988507160301
"3",2018-02-01,-5.57378705647592,-1.30513171566784,-1.40081920385216
"4",2018-01-01,11.8061844578092,11.0708413877087,9.11591071851525
"5",2017-12-01,2.44662296830736,2.1380524007428,-3.62821999338789
"6",2017-11-01,0.469188496382379,1.19018837452709,-3.23475364296328
"7",2017-10-01,5.99827245047396,11.666005275092,5.27405834926377
"8",2017-09-01,2.10575278571131,0.156304779494355,-3.93405132738978
"9",2017-08-01,0.948954003224073,2.84730667713644,1.18136199795105
"10",2017-07-01,2.39565332707523,5.46931674275229,-0.418838183844051
"11",2017-06-01,-5.81742489818355,-0.737248755398519,10.4648625223073
