"","Portfolio_5.Date","Portfolio_5.CSCO","Portfolio_5.GOOG","Portfolio_5.ÖRCL"
"1",2018-04-01,1.98182013811332,3.45612097927998,0.109289979695291
"2",2018-03-01,-4.22063528245328,-6.60251304124109,-9.70988507160301
"3",2018-02-01,8.60376632070799,-5.57378705647592,-1.40081920385216
"4",2018-01-01,8.45954091907822,11.8061844578092,9.11591071851525
"5",2017-12-01,2.6809636875737,2.44662296830736,-3.62821999338789
"6",2017-11-01,10.1678398109251,0.469188496382379,-3.23475364296328
"7",2017-10-01,1.54623170195778,5.99827245047396,5.27405834926377
"8",2017-09-01,4.40857401114376,2.10575278571131,-3.93405132738978
"9",2017-08-01,3.37339235799614,0.948954003224073,1.18136199795105
"10",2017-07-01,0.47923579658393,2.39565332707523,-0.418838183844051
"11",2017-06-01,-0.729470923717238,-5.81742489818355,10.4648625223073
