"","Portfolio_4.Date","Portfolio_4.CSCO","Portfolio_4.GOOG","Portfolio_4.MSFT"
"1",2018-04-01,1.98182013811332,3.45612097927998,4.47025433779733
"2",2018-03-01,-4.22063528245328,-6.60251304124109,-2.20887308949567
"3",2018-02-01,8.60376632070799,-5.57378705647592,-1.30513171566784
"4",2018-01-01,8.45954091907822,11.8061844578092,11.0708413877087
"5",2017-12-01,2.6809636875737,2.44662296830736,2.1380524007428
"6",2017-11-01,10.1678398109251,0.469188496382379,1.19018837452709
"7",2017-10-01,1.54623170195778,5.99827245047396,11.666005275092
"8",2017-09-01,4.40857401114376,2.10575278571131,0.156304779494355
"9",2017-08-01,3.37339235799614,0.948954003224073,2.84730667713644
"10",2017-07-01,0.47923579658393,2.39565332707523,5.46931674275229
"11",2017-06-01,-0.729470923717238,-5.81742489818355,-0.737248755398519
